url,subject_id,if_malicious,malicious_guess,Present_Cue_Types_Guess,Website_Description,TrustWorthiness_Rating,Visual_Attractiveness_Rating,Comments
https://panoptes-uploads.zooniverse.org/production/subject_location/238cfe1d-df83-41d5-97da-2b94038c4479.jpeg,43856961,True,Nothing Phishy Here,,"The image appears to show a login or registration page for a social networking service known as ASKfm, allowing users to interact either openly or anonymously.",Neutral,Neutral,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image appears to show a login or registration page for a social networking service known as ASKfm, allowing users to interact either openly or anonymously."",
  ""TrustWorthiness Rating"": ""Neutral"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/6b2316e3-eaf3-4b45-8022-a4964ce580d4.jpeg,43856963,True,Nothing Phishy Here,,"The website appears to be a login page for Habbo, an online community targeting a younger audience with pixel art style graphics. It features sections like 'Home', 'Community', 'Shop' and 'Playing Habbo' with appropriately themed visuals.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a login page for Habbo, an online community targeting a younger audience with pixel art style graphics. It features sections like 'Home', 'Community', 'Shop' and 'Playing Habbo' with appropriately themed visuals."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/ebb77e86-9423-41d5-a874-60e9df6252f9.jpeg,43856965,True,Something's Phishy,Invalid Domain or Sender,The website appears to be a mimic of the Stack Overflow page with various graphics and options relating to coding and developers.,Untrustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [""Invalid Domain or Sender""],
  ""Website Description"": ""The website appears to be a mimic of the Stack Overflow page with various graphics and options relating to coding and developers."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/4b16b657-ea19-40e6-af17-daf8e19799b6.jpeg,43856966,True,Nothing Phishy Here,,"The webpage appears to be a screenshot of the Slashdot website, which is a well-known news website that features articles on technology, science, and current events. It has a traditional layout with news headlines, article snippets, navigation bar, and advertisements.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The webpage appears to be a screenshot of the Slashdot website, which is a well-known news website that features articles on technology, science, and current events. It has a traditional layout with news headlines, article snippets, navigation bar, and advertisements."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/2e14a02b-f2f4-4c7e-83b7-6ecbc4e2e145.jpeg,43856968,True,Nothing Phishy Here,,"The website appears to be a legitimate page of RHS, dedicated to gardening. It features options such as 'My Plants,' 'My Calendar,' and 'My Ideas,' which seem to serve as personalized gardening tools for users.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a legitimate page of RHS, dedicated to gardening. It features options such as 'My Plants,' 'My Calendar,' and 'My Ideas,' which seem to serve as personalized gardening tools for users."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/7a63c4b7-24a2-4f4c-92d6-712652fb1701.jpeg,43856970,True,Something's Phishy,Invalid Domain or Sender,"The website presents itself as a community platform for finding fishing spots and sharing fishing-related information. It features a search function, navigation options such as 'Feed', 'Waters', 'Shop', 'Explore', 'Apps', and a call to action for searching different fishing-related terms or spots.",Untrustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [""Invalid Domain or Sender""],
  ""Website Description"": ""The website presents itself as a community platform for finding fishing spots and sharing fishing-related information. It features a search function, navigation options such as 'Feed', 'Waters', 'Shop', 'Explore', 'Apps', and a call to action for searching different fishing-related terms or spots."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/43a589a3-ee59-4a40-b82a-54d182ec5296.jpeg,43856971,True,Nothing Phishy Here,,"The image shows a forum-style website that appears to be a community for parenting discussion. Various topics are discussed in thread-like format, with options for users to interact through replies and likes.",Neutral,Neutral,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image shows a forum-style website that appears to be a community for parenting discussion. Various topics are discussed in thread-like format, with options for users to interact through replies and likes."",
  ""TrustWorthiness Rating"": ""Neutral"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/8c36e8d7-c175-41a4-87ae-edbd1e979724.jpeg,43856973,True,Nothing Phishy Here,,"The image appears to display a lifestyle website that focuses on personal stories and relationships. The design includes a menu with categories such as 'Popular', 'LOL', 'Love + Relationships', 'Inspiration', 'Health + Wellness', 'Pop Culture', 'LGBTQ', 'Experts + Workplace', 'Student Life', along with a visible search bar and a button prompting to 'GET THE APP'. There's a feature story with a headline about fiancés discussing engagement rings and thumbnails for additional articles below.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image appears to display a lifestyle website that focuses on personal stories and relationships. The design includes a menu with categories such as 'Popular', 'LOL', 'Love + Relationships', 'Inspiration', 'Health + Wellness', 'Pop Culture', 'LGBTQ', 'Experts + Workplace', 'Student Life', along with a visible search bar and a button prompting to 'GET THE APP'. There's a feature story with a headline about fiancés discussing engagement rings and thumbnails for additional articles below."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/3f580a70-92da-45f1-baa2-38cc84b1ef01.jpeg,43856975,False,Nothing Phishy Here,,"The image shows a screenshot of the homepage of Omegle, a free online chat website that allows users to socialize with others without the need to register.",Neutral,Visually Unattractive or Unappealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image shows a screenshot of the homepage of Omegle, a free online chat website that allows users to socialize with others without the need to register."",
  ""TrustWorthiness Rating"": ""Neutral"",
  ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/f6f1d33e-746e-495b-939e-b531e3ca5dd6.jpeg,43856976,False,Nothing Phishy Here,,"The website in the image appears to be a login page for Ravelry, which is a community site for knitters and crocheters. The URL displayed in the browser matches the domain of the legitimate Ravelry website. The page has fields for entering a username and password and offers a login option as well as an option to join the site.",Very Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website in the image appears to be a login page for Ravelry, which is a community site for knitters and crocheters. The URL displayed in the browser matches the domain of the legitimate Ravelry website. The page has fields for entering a username and password and offers a login option as well as an option to join the site."",
  ""TrustWorthiness Rating"": ""Very Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/05d5b62a-5b99-4d10-b839-411e030edc10.jpeg,43856978,False,Nothing Phishy Here,,"The image appears to be a screenshot of a website promoting a VR game called 'Sports Bar VR 2.0'. The screenshot shows logos of virtual reality platforms like PlayStation VR, Steam VR, Oculus, and Vive, indicating that the game is available on these platforms.",Neutral,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image appears to be a screenshot of a website promoting a VR game called 'Sports Bar VR 2.0'. The screenshot shows logos of virtual reality platforms like PlayStation VR, Steam VR, Oculus, and Vive, indicating that the game is available on these platforms."",
  ""TrustWorthiness Rating"": ""Neutral"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/d2f5243d-0cc3-419d-ab15-4cf01f9eebba.jpeg,43856979,False,Nothing Phishy Here,,"The website in the image appears to be a login page for Quora, a well-known question-and-answer platform. It offers options for users to continue with Google, continue with Facebook, or sign up with an email. It includes typical elements such as a login form, sign-up options, and a footer with links to various pages like About, Languages, Careers, and more.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website in the image appears to be a login page for Quora, a well-known question-and-answer platform. It offers options for users to continue with Google, continue with Facebook, or sign up with an email. It includes typical elements such as a login form, sign-up options, and a footer with links to various pages like About, Languages, Careers, and more."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/4db5ebfc-3d05-4240-a18d-5f5a97b7621e.jpeg,43856981,False,Nothing Phishy Here,,"The image shows a screenshot of a website page from 'MetaFilter', which is a community weblog. The URL is visible, and it begins with 'https', suggesting a secure connection. The website content looks to be a series of posts with comments, typical for a community blog platform.",Trustworthy,Neutral,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image shows a screenshot of a website page from 'MetaFilter', which is a community weblog. The URL is visible, and it begins with 'https', suggesting a secure connection. The website content looks to be a series of posts with comments, typical for a community blog platform."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/14375e3c-d0ce-4731-847f-3535d5721ed3.jpeg,43856982,False,Nothing Phishy Here,,"The website image depicts a promotional offer encouraging users to sign up for something called 'Monthly Good' with an incentive of receiving '$25 to lend when you join today'. The URL in the address bar seems legitimate and corresponds to the recognized domain 'kiva.org', suggesting that this may be a genuine offer from the well-known micro-lending platform Kiva.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website image depicts a promotional offer encouraging users to sign up for something called 'Monthly Good' with an incentive of receiving '$25 to lend when you join today'. The URL in the address bar seems legitimate and corresponds to the recognized domain 'kiva.org', suggesting that this may be a genuine offer from the well-known micro-lending platform Kiva."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/18efae90-a1d0-466a-81df-01276b1e3a9a.jpeg,43856984,False,Nothing Phishy Here,,"The website in the image appears to present itself as Disqus, which is a well-known comment hosting service. It features a clean design with a promotional message about new functionalities ('Reactions now available on Disqus'). The URL in the address bar shows 'https://disqus.com/' which aligns with the official Disqus domain.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website in the image appears to present itself as Disqus, which is a well-known comment hosting service. It features a clean design with a promotional message about new functionalities ('Reactions now available on Disqus'). The URL in the address bar shows 'https://disqus.com/' which aligns with the official Disqus domain."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/919e5ba0-e86d-4925-8460-49d9e677ee74.jpeg,43856985,False,Nothing Phishy Here,,The website appears to be a community platform intended for neighbors to connect and share information within their neighborhood. It features a sign-up form where users can input their street address and email to join their neighborhood network.,Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a community platform intended for neighbors to connect and share information within their neighborhood. It features a sign-up form where users can input their street address and email to join their neighborhood network."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/25119afc-2620-49b9-85af-9ab3d6d13bf3.jpeg,43856987,False,Nothing Phishy Here,,"The image appears to be a screenshot of Patreon's official website. It promotes starting a membership business and includes endorsements from creators, suggesting a legitimate service for content creators and their fans.",Very Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image appears to be a screenshot of Patreon's official website. It promotes starting a membership business and includes endorsements from creators, suggesting a legitimate service for content creators and their fans."",
  ""TrustWorthiness Rating"": ""Very Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/45de76a0-a771-42ca-b605-8431e07d7bf9.jpeg,43856989,False,Nothing Phishy Here,,"The image depicts a professional-looking banking website interface for 'Five Points Bank.' It features a clean design with a navigation bar at the top, an area for logging in, various service categories such as Personal, Business, and Agriculture, and an award badge indicating a 5-star rating from Bauer Financial.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image depicts a professional-looking banking website interface for 'Five Points Bank.' It features a clean design with a navigation bar at the top, an area for logging in, various service categories such as Personal, Business, and Agriculture, and an award badge indicating a 5-star rating from Bauer Financial."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/bd8e5b57-d2a0-4549-878f-e175abbabb61.jpeg,43856991,False,Nothing Phishy Here,,"The image displays a web page, presumably from the financial institution Chase, promoting an offer for new checking accounts. The URL contains 'chase.com', which is the legitimate domain for JPMorgan Chase Bank. The design appears professional with a clear call to action, proper use of the Chase brand, and without visible spelling or grammar errors.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image displays a web page, presumably from the financial institution Chase, promoting an offer for new checking accounts. The URL contains 'chase.com', which is the legitimate domain for JPMorgan Chase Bank. The design appears professional with a clear call to action, proper use of the Chase brand, and without visible spelling or grammar errors."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/f4d3591f-cd26-41dd-86e1-4b151592592e.jpeg,43856993,False,Nothing Phishy Here,,"The website appears to be a banking website with options for personal and business banking, wealth management, and various other services. It includes a login panel, promotional sections, and a designation as one of the world's most ethical companies.",Very Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a banking website with options for personal and business banking, wealth management, and various other services. It includes a login panel, promotional sections, and a designation as one of the world's most ethical companies."",
  ""TrustWorthiness Rating"": ""Very Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/dd1b390d-cf6c-4f78-a403-ab6db01b26d0.jpeg,43856994,False,Nothing Phishy Here,,"The website appears to represent a financial institution with a clean and professional layout. It includes areas for customers to sign in, information about a money market account, and useful links for customers regarding loan deferral and online banking.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to represent a financial institution with a clean and professional layout. It includes areas for customers to sign in, information about a money market account, and useful links for customers regarding loan deferral and online banking."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/c01c9941-e9fc-4812-a27f-a8dd8083d8f2.jpeg,43856996,False,Nothing Phishy Here,,"The website appears to be a banking site with options for various banking services like personal, agribusiness, business, and wealth management. It includes a login section for account access, and informational content about checking account options.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a banking site with options for various banking services like personal, agribusiness, business, and wealth management. It includes a login section for account access, and informational content about checking account options."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/95f897ee-bb92-439d-b086-505c09e2b240.jpeg,43856998,False,Nothing Phishy Here,,"The website appears to be a login page for Citi, which is a well-known banking and financial services corporation. It features a clean layout, organized content sections, and clear options to sign on or learn more about various financial products.",Very Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a login page for Citi, which is a well-known banking and financial services corporation. It features a clean layout, organized content sections, and clear options to sign on or learn more about various financial products."",
  ""TrustWorthiness Rating"": ""Very Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/3f620017-fa6f-4d45-a6e5-461836b169f5.jpeg,43856999,False,Nothing Phishy Here,,"The website appears to be a legitimate banking website with sections for different banking services such as Personal, Business, Insights, and About, as well as a login portal for users.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a legitimate banking website with sections for different banking services such as Personal, Business, Insights, and About, as well as a login portal for users."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/9f4013d8-6f3b-493f-9276-f73ca2bdbf11.jpeg,43857001,False,Nothing Phishy Here,,"The website appears to be a legitimate banking website offering personal and business banking services, including a promotion for reduced mortgage rates. It includes navigation for different banking services, an online banking login section, and clearly displayed contact options.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a legitimate banking website offering personal and business banking services, including a promotion for reduced mortgage rates. It includes navigation for different banking services, an online banking login section, and clearly displayed contact options."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/66a67ce9-135c-41b4-bb11-39f51144c4a7.jpeg,43857003,False,Nothing Phishy Here,,"The webpage appears to represent a legitimate banking institution, with features typical of a bank website such as account login options, SBA loan information, and contact details.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The webpage appears to represent a legitimate banking institution, with features typical of a bank website such as account login options, SBA loan information, and contact details."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
