url,subject_id,if_malicious,malicious_guess,Present_Cue_Types_Guess,Website_Description,TrustWorthiness_Rating,Visual_Attractiveness_Rating,Comments
https://panoptes-uploads.zooniverse.org/production/subject_location/4b16b657-ea19-40e6-af17-daf8e19799b6.jpeg,43856966,True,Nothing Phishy Here,,"The image provided appears to be a screenshot of the Slashdot website, which is a technology-related news website known for its user-submitted and editor-evaluated content. The site includes sections for technology news, a search bar, login/sign up options, navigation for stories, polls, and various other common website elements. The articles listed have relevant URLs and seem to discuss contemporary technology topics, which suggests that the website is likely a legitimate capture of Slashdot.",Very Trustworthy,Moderately Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/2e14a02b-f2f4-4c7e-83b7-6ecbc4e2e145.jpeg,43856968,True,Nothing Phishy Here,,"The image is of a web page that is purportedly from the RHS (Royal Horticultural Society), a reputable organization in the United Kingdom known for its work in horticulture. The web page promotes a 'My Garden' feature, offering an online RHS gardening coach and other personalised tools to help users grow their plants successfully. The overall website design is professional, the URL seems legitimate, and there are no obvious grammatical errors or appeals to urgent action.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/7a63c4b7-24a2-4f4c-92d6-712652fb1701.jpeg,43856970,True,Something's Phishy,Invalid Domain or Sender,"The website in the image claims to be associated with 'FISHBRAIN' and presents itself as a platform for discovering fishing spots and equipment. It has a navigation bar with options such as 'FEED,' 'WATERS,' 'SHOP,' 'EXPLORE,' and 'APPS.' A prominent search bar suggests users to 'Try ""Rainbow Trout""'. There are also categories like 'EXPLORE,' 'NEARBY,' and 'POPULAR' providing shortcuts to features on the site.",Somewhat Untrustworthy,Somewhat Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/43a589a3-ee59-4a40-b82a-54d182ec5296.jpeg,43856971,True,Nothing Phishy Here,,"The website appears to be a community forum designed for parents to share experiences and information. The layout is typical of many online forums, with a list of discussion topics and posts.",Moderately Trustworthy,Moderately Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/293d2f95-0c0c-4a60-b4f4-082192e4ed90.jpeg,43856955,True,Nothing Phishy Here,,"The website image appears to be a commercial page for a phone carrier, offering deals on plans and mobile devices. There is a sense of urgency displayed via the '2-Day Flash Sale' countdown, but it seems to be a marketing tactic rather than a phishing cue. The URL in the address bar matches the branding on the page and there are no obvious grammatical errors or suspicious links.",Somewhat Trustworthy,Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/84813266-8357-4372-89d2-eb5abde14e7b.jpeg,43856957,True,Something's Phishy,Invalid Domain or Sender Other Phishy Findings,"The design of the website tries to mimic the legitimate Facebook sign-up page, including layout and graphical elements. However, the domain 'facebook.org' shown in the browser address bar is a major red flag since the real Facebook uses '.com'.",Very Untrustworthy,Moderately Visually Attractive,The use of .org domain for a commercial entity like Facebook is unusual and suspicious.
https://panoptes-uploads.zooniverse.org/production/subject_location/6b2316e3-eaf3-4b45-8022-a4964ce580d4.jpeg,43856963,True,Nothing Phishy Here,,"The provided image appears to be a screenshot of the homepage of a virtual community website. It includes options for login, news updates, an invitation to join for free, promotions for items, and safety tips.",Moderately Trustworthy,Moderately Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/8c36e8d7-c175-41a4-87ae-edbd1e979724.jpeg,43856973,True,Nothing Phishy Here,,"The website appears to be a lifestyle or entertainment platform with various articles related to relationships, lifestyle, and personal experiences. It has a polished, modern look with navigation menus, article thumbnails, and a clear domain name displayed in the address bar.",Moderately Trustworthy,Moderately Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/3f580a70-92da-45f1-baa2-38cc84b1ef01.jpeg,43856975,False,Nothing Phishy Here,,"The image appears to be a screenshot of the Omegle website homepage, a platform designed for social interaction and chatting with strangers. The page provides a general description of the service, user guidelines, and options for different types of chats.",Moderately Trustworthy,Moderately Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/f6f1d33e-746e-495b-939e-b531e3ca5dd6.jpeg,43856976,False,Nothing Phishy Here,,"The website appears to be a login page for Ravelry, which is known as a community site for knitters and crocheters. The design features colorful illustrations of animals, presumably those that provide fibers for yarn, such as sheep and alpacas.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/05d5b62a-5b99-4d10-b839-411e030edc10.jpeg,43856978,False,Nothing Phishy Here,,"The image appears to be a promotional graphic for 'Sports Bar VR 2.0,' suggesting it is a virtual reality game available on PlayStation VR, Steam VR, Oculus, and Vive platforms. The imagery seems to be professionally designed with an appropriate thematic representation for the VR game it's advertising.",Moderately Trustworthy,Moderately Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/4db5ebfc-3d05-4240-a18d-5f5a97b7621e.jpeg,43856981,False,Nothing Phishy Here,,"The website looks like a community blog with various posts and a menu bar with typical items such as Home, FAQ, About, Archives, Tags, Popular, Random, etc. It has a section for US Politics and another for New & Noteworthy posts. The design is somewhat dated but functional.",Trustworthy,Moderately Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/14375e3c-d0ce-4731-847f-3535d5721ed3.jpeg,43856982,False,Nothing Phishy Here,,"The website presented in the image appears to be a promotional page for a service called 'Monthly Good' with an offer to get a free $25 to lend when you sign up. It has a clear call to action and seems to be part of the kiva.org domain, which is a legitimate domain associated with a known micro-lending platform.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/18efae90-a1d0-466a-81df-01276b1e3a9a.jpeg,43856984,False,Nothing Phishy Here,,"The website presented in the image appears to be of Disqus, a known service for providing comment systems to websites. The URL appears valid, and there are no immediate indicators such as poor spelling, grammar issues, or suspicious links that suggest phishing.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/919e5ba0-e86d-4925-8460-49d9e677ee74.jpeg,43856985,False,Nothing Phishy Here,,"The website appears to be a sign-up page for Nextdoor, which is a legitimate social networking service for neighborhoods. The user interface is clean, the domain in the URL bar matches the known domain for Nextdoor, and there is no evidence of poor spelling or grammar.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/25119afc-2620-49b9-85af-9ab3d6d13bf3.jpeg,43856987,False,Nothing Phishy Here,,"The website in the image appears to be the homepage of Patreon, which is a legitimate platform that allows creators to run a subscription content service. It features a clean design with clear navigation options and testimonials from content creators.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/d2f5243d-0cc3-419d-ab15-4cf01f9eebba.jpeg,43856979,False,Nothing Phishy Here,,"The image appears to be a screenshot of the login page for Quora, a well-known question-and-answer platform. The layout and visual design match the legitimate appearance of the site with recognizable branding and standard login options.",Very Trustworthy,Moderately Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/45de76a0-a771-42ca-b605-8431e07d7bf9.jpeg,43856989,False,Nothing Phishy Here,,"The website presented appears to be a legitimate webpage of a financial institution named 'Five Points Bank'. It has a professional design, a clear navigation bar, a secure HTTPS protocol indicator, and an award mention from Bauer Financial, suggesting that it is an established entity.",Very Trustworthy,Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/bd8e5b57-d2a0-4549-878f-e175abbabb61.jpeg,43856991,False,Nothing Phishy Here,,"The image appears to be a screenshot of a promotional offer for a bank account. The presence of the bank's logo, coherent design, clear typography, and lack of prominent spelling or grammar errors contribute to the appearance of a legitimate banking website.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/f4d3591f-cd26-41dd-86e1-4b151592592e.jpeg,43856993,False,Nothing Phishy Here,,"The website appears to be a banking site, with a section for personal banking and a secure login area. It contains promotional information and multiple calls-to-action for different bank services such as getting a personal loan, using a banking app, and learning about business banking services.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/dd1b390d-cf6c-4f78-a403-ab6db01b26d0.jpeg,43856994,False,Nothing Phishy Here,,"The website in the image appears to be professionally designed with a clear structure and coherent graphical elements. It includes a sign-in form for 'Bank of the West.' There are navigational links for different banking services, and a promotional section with a clear call to action, which is typical of legitimate banking websites.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/c01c9941-e9fc-4812-a27f-a8dd8083d8f2.jpeg,43856996,False,Nothing Phishy Here,,"The website appears to be a professional banking portal with a clean and modern design. It displays menus for different banking services like Personal, Agribusiness, Business, and Wealth Management. A login panel for account access is visible, and there are additional links for contact information and other resources.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/95f897ee-bb92-439d-b086-505c09e2b240.jpeg,43856998,False,Nothing Phishy Here,,"The website appears to represent a legitimate Citi banking login page with options for credit cards, banking, lending, and investing. It includes sign-on fields and options for different Citi credit cards, as well as additional banking information below.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/3f620017-fa6f-4d45-a6e5-461836b169f5.jpeg,43856999,False,Nothing Phishy Here,,"The website appears to be well-designed with a clean layout and professional aesthetics. It features sections for different banking services such as Personal, Business, and Wealth, as well as a secure login area for online banking. Images on the site are high-quality and relevant to the services offered.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/9f4013d8-6f3b-493f-9276-f73ca2bdbf11.jpeg,43857001,False,Nothing Phishy Here,,"The website presented appears to be a legitimate banking webpage promoting mortgage services. It contains elements typical of a professional financial institution, such as branding, navigation for different banking services, an online banking login panel, and promotional information regarding mortgage rates.",Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/66a67ce9-135c-41b4-bb11-39f51144c4a7.jpeg,43857003,False,Nothing Phishy Here,,"The website appears to be a professional banking page, offering personal and business banking options, information about the SBA Paycheck Protection Program, and resources for lost or stolen cards, contact information, and account opening.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/aca16a7c-5f18-447f-a463-d0a4e0f95c36.jpeg,43857005,False,Nothing Phishy Here,,"The website appears professional with a clear layout, thematic consistency, and an intuitive navigation panel. It features a log-in area for online banking, an advertisement for a Health Savings Account, and additional banking service options. The presence of contact information and an SSL-encrypted domain (https as opposed to http) typically implies a legitimate website.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/b12d042b-5898-459c-b9ff-b2ce893b06ff.jpeg,43857007,False,Nothing Phishy Here,,"The website appears to be an official page of the U.S. Department of State. It looks professional, with a clean design and official branding elements such as the department seal and American flag. The website’s domain 'state.gov' is valid and expected for the U.S. Department of State.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/c92b414b-8704-4bc6-a9bf-4d6568b38171.jpeg,43857009,False,Nothing Phishy Here,,"The website appears to be a legitimate site of the U.S. Department of Justice, showing news articles, video section, and quick links related to justice-related actions.",Very Trustworthy,Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/61ddec51-63b0-4ad9-b318-201eaea5b52c.jpeg,43857010,False,Nothing Phishy Here,,"The image appears to be a screenshot of a government website for the U.S. Department of the Treasury, featuring information about the Tax Cuts and Jobs Act and other stories. It includes recognizable visual branding elements consistent with official US government websites. There is a clear navigation menu, a search bar, accessibility options, and official social media feed integration.",Very Trustworthy,Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/92bb3ef0-cc8f-4388-9127-36ccd8987404.jpeg,43857012,False,Nothing Phishy Here,,"The website appears to be an official government website for the U.S. Department of Health & Human Services, with structured navigation, professional design, and authoritative content.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/935d8dca-03a4-4929-b1fb-263a5516edc9.jpeg,43857014,False,Nothing Phishy Here,,"The website appears to be the official site for the U.S. Department of Veterans Affairs. It contains sections for healthcare, education, disability, and records, which are typical offerings of a veterans' affairs department. The design is clean, professional, and organized, with a clear navigational structure.",Very Trustworthy,Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/8de6fa5e-2365-46df-a112-80159b4b8aea.jpeg,43857015,False,Nothing Phishy Here,,"The website appears to be a professional governmental site, with a clean design, organized layout, and current information about labor-related news and updates. It includes official government announcements and statistical reports.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/e7138bb8-9b80-4987-915d-9ad113ee5500.jpeg,43857017,False,Nothing Phishy Here,,"The website appears to be an official government site, displaying the logo and name of the Department of Homeland Security. It includes a secure HTTPs protocol and a domain name that seems valid for a government entity. The site features a professional design, with clear navigation, search functionality, and relevant social media links. There is an emphasis on online shopping safety, suggesting that it is providing helpful information to the public.",Very Trustworthy,Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/06559051-e2f8-41f5-8d7f-13e7e5baa540.jpeg,43857019,False,Nothing Phishy Here,,"The website appears to be a legitimate page of the U.S. Department of Education. It has a clean design with menu options that are typical for a government site, such as sections for student loans, grants, laws, and data. The URL with 'https://' and 'ed.gov' aligns with the official domain for the U.S. Department of Education.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/7c99e204-9b73-4641-a228-b860d732853d.jpeg,43857020,False,Nothing Phishy Here,,"The website appears to be a legitimate government site with a clean and professional layout, official logos, organized content, and clear navigation options. It includes information and links related to Social Security services such as benefits, retirement, disability, and Medicare enrollment.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/1afb0501-6747-42ab-ba71-acec893be255.jpeg,43857022,False,Nothing Phishy Here,,"The website appears to resemble the official Centers for Disease Control and Prevention (CDC) site, featuring their logo and a clean, professional layout that align with what would be expected from an official government website. It covers health-related topics and the domain displayed seems to be valid.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/6ea758f5-914a-48fe-9b5a-a16ea8ab6e01.jpeg,43857025,False,Nothing Phishy Here,,"The website appears to be an official government site, showcasing what seems to be the United States Census Bureau website. It features a clean and professional design, with navigation elements for browsing by topic, exploring data, accessing the library, and more. The banner on top promotes hiring for the 2020 Census, and there's a snapshot of a population clock. Below, there are sections for surveys, quick facts about local data, and a section titled '2020 Census Updates'. The site appears to provide information on the American Community Survey and has various economic indicators displayed.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/860e1d93-777d-4632-b90e-f7131cdb56c2.jpeg,43857027,False,Nothing Phishy Here,,"The image appears to be a screenshot of the FBI's official website. It has a professional look with a clear structure, navigation bar, official FBI logo, and sections such as 'Most Wanted', 'News', etc. Additionally, the URL 'https://www.fbi.gov/' is visible, which is the legitimate URL for the FBI.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/f6a75b51-ad61-4587-b74d-7f6e78e8ebc1.jpeg,43857029,False,Nothing Phishy Here,,"The website in the image appears to be an official government page for the 'Ministry of Justice' under the GOV.UK domain. It has a clean design typical of government websites, with a navigation bar, search functionality, and content related to governmental functions and announcements, such as the Queen's Speech.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/3b08cd31-1027-4174-9f0e-32e624b1d56b.jpeg,43857030,False,Nothing Phishy Here,,"The website appears to be the official page of the U.S. Securities and Exchange Commission (SEC) with a focus on community building. The page showcases professional design elements, a matching domain to the expected official SEC website, and no visible spelling or grammar issues. It has a clear navigation menu at the top with access to important SEC-related sections such as Divisions & Offices, Enforcement, Regulation, Education, Filings, and News. Below that, there are icons representing different SEC functions supporting its authenticity.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/c46879e8-cf52-43ef-93c7-878662640d11.jpeg,43857032,False,Nothing Phishy Here,,"The website shown appears to be the official site of USPS (United States Postal Service) based on the URL in the address bar, https visible, and the overall design and functionality represented in the image.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/1f6a1a4d-cc2f-4e70-ae46-984a3a5e0aa2.jpeg,43857033,False,Nothing Phishy Here,,"The website appears to be an official site for the Metropolitan Police, with a clean design, structured layout, and actionable buttons such as 'Report', 'Tell us about', 'Apply or register', 'Request', and 'Feedback'. There is also a search function and features for users to find out what's happening in their area.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/24ee1339-8678-4ffb-91fd-fc58e3e6ef92.jpeg,43857035,False,Nothing Phishy Here,,"The website appears to be a FEMA (Federal Emergency Management Agency) government website offering information and resources such as a preparedness calendar and travel tips. It contains sections for holiday travel tips, a publication announcement, podcast information, and a PrepTalk video recommendation.",Very Trustworthy,Moderately Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/ca9bcd0f-62b0-43e9-9cc7-52a9b17610d4.jpeg,43857037,False,Nothing Phishy Here,,"The website appears to be a legitimate page of the National Science Foundation, showcasing research updates, social media presence, and other relevant links.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/87de136e-d2bb-4540-9166-6b6b47a55715.jpeg,43857038,False,Nothing Phishy Here,,"The website in the image appears to be a governmental site, specifically for the National Labor Relations Board (NLRB), indicated by the logo, authoritative design, and official language used on the site.",Very Trustworthy,Moderately Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/ce51d9f3-f5fd-4ccd-9558-178c01bc856d.jpeg,43857023,False,Nothing Phishy Here,,"The website appears to be a government-related site, based on the official-looking design, the '.gov' domain, and the presence of government-related news and announcements.",Very Trustworthy,Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/a4066ba3-3267-4191-aaf3-5042eb500e5e.jpeg,43857040,False,Nothing Phishy Here,,"The image appears to show the official website of a government entity, specifically a subpage under the 'gov.uk' domain which handles matters related to work and pensions in the UK.",Very Trustworthy,Moderately Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/6a0e287d-9c14-4f67-8f9f-390ac83e5168.jpeg,43857041,False,Nothing Phishy Here,,"The website appears to be for Midlands Messenger Service, Inc., offering specialized on-call, routine services between Omaha and Lincoln, with phone numbers provided for contact.",Moderately Trustworthy,Moderately Visually Unattractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/1f6f5902-99f2-4af5-ac73-ce085604e94f.jpeg,43857043,False,Nothing Phishy Here,,"The website appears to be a corporate website for a freight company, offering services like tracking shipments, getting quotes, and requesting pickups. The layout is professional with clear navigation and company contact information displayed prominently.",Trustworthy,Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/cc4d25be-550d-4b51-8bcb-c7a5afe8f901.jpeg,43857045,False,Nothing Phishy Here,,"The image appears to be a screenshot of a web page from FedEx, a reputable and well-known international shipping company. The layout looks professional with a clear structure and navigation options such as Shipping, Tracking, Design & Print, Locations, and Support. There is also an option to Sign Up or Log In, accompanied by a search bar at the top. The main content of the page advertises the ease and benefits of opening an account with FedEx, with a call to action button to 'OPEN YOUR ACCOUNT'.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/3341ba83-3973-47e8-8297-daa63b72b3c6.jpeg,43857047,False,Nothing Phishy Here,,"The website appears to be that of a business called Postal Zone, which is described as a specialized shipping store in Omaha that offers services from major carriers such as UPS, FedEx, DHL, and the United States Post Office. It provides various services including mailbox rental, document shredding, and package drop-offs. There are no obvious grammatical errors, the domain 'postalzone.net' seems relevant to the business, and the site includes a physical address and phone number which lends to its credibility.",Somewhat Trustworthy,Moderately Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/d96306c9-7f9d-45df-8071-20d7db336550.jpeg,43857048,False,Nothing Phishy Here,,"The website appears to be for a company named ASAP Express, offering freight solutions and services. It includes a navigation bar with links to various sections of the website, such as Home, Services & Pricing, Coverage Areas, Shipping Policies, FAQ, and About Us. The design features images of the company's vehicles and a customer service representative. There are also sections for 'On-Call, Next Day Service', 'Early Morning Deliveries', 'World-Class Customer Service', along with a 'Get In Touch' contact form and Contact Us information with an address and phone numbers.",Moderately Trustworthy,Moderately Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/9f0f3f2a-36d6-4cd7-9235-7a567fdb80d0.jpeg,43857050,False,Nothing Phishy Here,,"The website appears to be a professional site for a company offering crating and freight services, including a clear display of their services, contact information, and a physical address.",Very Trustworthy,Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/cdd9b04c-b6b5-4552-b4b1-7d55aadc5754.jpeg,43857052,False,Nothing Phishy Here,,"The website appears to be for a courier company based in Omaha, NE, offering delivery and truck services. It includes a clear navigation menu, service descriptions, contact information, and a call to action for a free quote.",Moderately Trustworthy,Moderately Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/79f978fa-3a9b-4197-99f2-26d665a0f95c.jpeg,43857054,False,Nothing Phishy Here,,"The website appears to be for HotShot Deliveries Inc, detailing their terminal in Omaha, Nebraska. It includes a physical address, phone number, operating hours, and a section showcasing 'Our Omaha Partners'. The page is laid out in a simple manner for its intended purpose.",Moderately Trustworthy,Moderately Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/d6059245-4609-410e-9015-87fa7f597939.jpeg,43857055,False,Nothing Phishy Here,,"The website appears to be for a delivery service company called 'Spee-Dee', featuring sections such as 'Why Spee-Dee?', 'Services', 'Track a Shipment', 'Find a Location', 'Customer Service', and a 'Contact Us' page. It has a clean and professional design, a slideshow of images indicating various aspects of the service, and clear call-to-action buttons for tracking shipments, using a shipping calculator, and finding locations.",Trustworthy,Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/1df3cd9d-8870-4c91-aa48-75162d13f97d.jpeg,43857057,False,Nothing Phishy Here,,"The website appears to be a corporate page for DHL, a well-known international logistics company. The design features a clean layout with a clear navigation bar and professional imagery that aligns with DHL's branding. The message 'WELCOME MEET THE WORLD'S LEADING LOGISTICS COMPANY' and other presented information seem legitimate with no obvious signs of phishing cues.",Very Trustworthy,Very Visually Attractive or Appealing,
https://panoptes-uploads.zooniverse.org/production/subject_location/bbd60145-5486-456e-b18f-c8ad412e24fb.png,43857060,True,Something's Phishy,Invalid Domain or Sender Appeal to Action - Urgency,"The website image provided is designed to resemble the login page of a cloud storage service. It utilizes a clean and minimalist design which presents itself as professional. However, upon close inspection, cues suggestive of phishing are present.",Very Untrustworthy,Moderately Visually Attractive,
https://panoptes-uploads.zooniverse.org/production/subject_location/3e47307a-e133-4f31-887a-74646b6b152a.png,43857061,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link Other Phishy Findings,The image depicts a web page that resembles the design and layout of an official Craigslist website. It uses a similar categorization and color scheme to what is expected on genuine Craigslist websites.,Very Untrustworthy,Moderately Visually Unattractive,"The URL 'https://craigslist.omaha.usedsales.org/' contains a domain that seems suspicious as it mimics a legitimate site (Craigslist) by adding extra elements such as 'usedsales', which is atypical for the official Craigslist websites.; The URL itself appears to be suspicious, which could potentially lead to a malicious link or website. The website is trying to closely mimic the appearance of a legitimate Craigslist page, which is a common tactic in phishing attempts."
https://panoptes-uploads.zooniverse.org/production/subject_location/fcbd66a6-edd3-4477-859c-19916e09ec6c.png,43857063,True,Nothing Phishy Here,,"The image appears to be a screenshot of an email interface showing a message from Discover stating that the recipient's online statement is available. The formatting and design are consistent with legitimate emails from financial institutions, there is no apparent poor spelling or grammar, and the email does not contain obvious appeals to action typically associated with phishing attempts.",Very Trustworthy,Moderately Visually Attractive or Appealing,
