url,subject_id,if_malicious,malicious_guess,Present_Cue_Types_Guess,Website_Description,TrustWorthiness_Rating,Visual_Attractiveness_Rating,Comments
https://panoptes-uploads.zooniverse.org/production/subject_location/238cfe1d-df83-41d5-97da-2b94038c4479.jpeg,43856961,True,Nothing Phishy Here,,"The website appears to be a sign-up or login page for ASKfm, which is a known social networking site where users can ask questions to be answered by others, either named or anonymously. The page has a clean and professional look, with visible options for signing up or logging in, and buttons to download the app from the App Store or Google Play.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a sign-up or login page for ASKfm, which is a known social networking site where users can ask questions to be answered by others, either named or anonymously. The page has a clean and professional look, with visible options for signing up or logging in, and buttons to download the app from the App Store or Google Play."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/6b2316e3-eaf3-4b45-8022-a4964ce580d4.jpeg,43856963,True,Nothing Phishy Here,,"The image appears to be from a legitimate website for an online virtual world known as Habbo. The site includes options for registration, community interaction, shopping, and playing the game. Sections for latest news, safety tips, and a parents' guide are visible, which are typical features of a genuine gaming site.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image appears to be from a legitimate website for an online virtual world known as Habbo. The site includes options for registration, community interaction, shopping, and playing the game. Sections for latest news, safety tips, and a parents' guide are visible, which are typical features of a genuine gaming site."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/ebb77e86-9423-41d5-a874-60e9df6252f9.jpeg,43856965,True,Something's Phishy,Invalid Domain or Sender,"The image displays a website claiming to be associated with Stack Overflow, featuring stylistic elements commonly found on such a site, such as text referencing coding and developers, familiar colors and branding, and various diagrams and icons.",Untrustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender""
  ],
  ""Website Description"": ""The image displays a website claiming to be associated with Stack Overflow, featuring stylistic elements commonly found on such a site, such as text referencing coding and developers, familiar colors and branding, and various diagrams and icons."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/4b16b657-ea19-40e6-af17-daf8e19799b6.jpeg,43856966,True,Nothing Phishy Here,,"The image appears to show a legitimate news and discussion website, Slashdot, which is known for technology-related news and a tech-savvy audience. The layout is populated with news articles, navigational links to various site sections, and several advertisements common on such platforms.",Trustworthy,Neutral,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image appears to show a legitimate news and discussion website, Slashdot, which is known for technology-related news and a tech-savvy audience. The layout is populated with news articles, navigational links to various site sections, and several advertisements common on such platforms."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/2e14a02b-f2f4-4c7e-83b7-6ecbc4e2e145.jpeg,43856968,True,Nothing Phishy Here,,"The website appears to be a page related to gardening, offering a free online gardening coaching tool. It encourages visitors to join or log in to track plants, receive reminders, and get care tips.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a page related to gardening, offering a free online gardening coaching tool. It encourages visitors to join or log in to track plants, receive reminders, and get care tips."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/7a63c4b7-24a2-4f4c-92d6-712652fb1701.jpeg,43856970,True,Nothing Phishy Here,,"The website appears to be a platform for fishing enthusiasts, offering a search function for nearby fishing spots, favorite species, and more. The interface is clean and user-friendly with options such as 'Feed', 'Waters', 'Shop', 'Explore', and 'Apps'. There is also a log-in and sign-up option.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a platform for fishing enthusiasts, offering a search function for nearby fishing spots, favorite species, and more. The interface is clean and user-friendly with options such as 'Feed', 'Waters', 'Shop', 'Explore', and 'Apps'. There is also a log-in and sign-up option."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/43a589a3-ee59-4a40-b82a-54d182ec5296.jpeg,43856971,True,Something's Phishy,Invalid Domain or Sender Other Phishy Findings,"The website depicted in the image appears to be a forum-style layout, mimicking common social or community platforms. Users are posting about various personal experiences and opinions.",Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The website depicted in the image appears to be a forum-style layout, mimicking common social or community platforms. Users are posting about various personal experiences and opinions."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/8c36e8d7-c175-41a4-87ae-edbd1e979724.jpeg,43856973,True,Nothing Phishy Here,,"The image depicts a web page with a search bar, a navigation menu, and featured articles related to engagement rings and relationships. It appears to be a site that shares personal stories or confessions about various topics.",Neutral,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image depicts a web page with a search bar, a navigation menu, and featured articles related to engagement rings and relationships. It appears to be a site that shares personal stories or confessions about various topics."",
  ""TrustWorthiness Rating"": ""Neutral"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/3f580a70-92da-45f1-baa2-38cc84b1ef01.jpeg,43856975,False,Nothing Phishy Here,,"The website appears to be a chat service platform that connects random individuals across the globe for one-on-one text or video chats. It mentions monitoring for appropriate content and advises users to stay safe, with warnings about potential predators.",Neutral,Neutral,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a chat service platform that connects random individuals across the globe for one-on-one text or video chats. It mentions monitoring for appropriate content and advises users to stay safe, with warnings about potential predators."",
  ""TrustWorthiness Rating"": ""Neutral"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/f6f1d33e-746e-495b-939e-b531e3ca5dd6.jpeg,43856976,False,Nothing Phishy Here,,"The image appears to be a screenshot of a login page for Ravelry, which is a community site for knitters and crocheters. It features colorful and whimsically illustrated animals on a red-pink yarn-like background, along with a login form and branding.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image appears to be a screenshot of a login page for Ravelry, which is a community site for knitters and crocheters. It features colorful and whimsically illustrated animals on a red-pink yarn-like background, along with a login form and branding."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/05d5b62a-5b99-4d10-b839-411e030edc10.jpeg,43856978,False,Nothing Phishy Here,,"The website image appears to be advertising a virtual reality sports game called SPORTSBAR VR 2.0, with availability on various platforms such as PlayStation VR, Steam VR, Oculus, and Vive.",Neutral,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website image appears to be advertising a virtual reality sports game called SPORTSBAR VR 2.0, with availability on various platforms such as PlayStation VR, Steam VR, Oculus, and Vive."",
  ""TrustWorthiness Rating"": ""Neutral"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/d2f5243d-0cc3-419d-ab15-4cf01f9eebba.jpeg,43856979,False,Nothing Phishy Here,,"The website appears to be Quora, a well-known platform for asking questions and sharing knowledge. Users are prompted to log in with Google, Facebook, or Email.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be Quora, a well-known platform for asking questions and sharing knowledge. Users are prompted to log in with Google, Facebook, or Email."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/4db5ebfc-3d05-4240-a18d-5f5a97b7621e.jpeg,43856981,False,Nothing Phishy Here,,"The website appears to be a community-based forum or content sharing site. It includes a navigation bar, has posts with timestamps and comments, and displays content related to politics and noteworthy events.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a community-based forum or content sharing site. It includes a navigation bar, has posts with timestamps and comments, and displays content related to politics and noteworthy events."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/14375e3c-d0ce-4731-847f-3535d5721ed3.jpeg,43856982,False,Nothing Phishy Here,,"The webpage appears to be promoting a lending program with a banner offering an incentive to join. There is a navigation bar with options to lend, borrow, and learn about the company as well as a login button. The design is professional with a consistent color scheme and graphics that match the theme of the service offered.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The webpage appears to be promoting a lending program with a banner offering an incentive to join. There is a navigation bar with options to lend, borrow, and learn about the company as well as a login button. The design is professional with a consistent color scheme and graphics that match the theme of the service offered."",
  ""Trustworthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/18efae90-a1d0-466a-81df-01276b1e3a9a.jpeg,43856984,False,Nothing Phishy Here,,"The website seems to be a legitimate page for Disqus, a known service for online comments and discussions. It displays information about a feature to create custom reactions, along with options to log in or get started.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website seems to be a legitimate page for Disqus, a known service for online comments and discussions. It displays information about a feature to create custom reactions, along with options to log in or get started."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/919e5ba0-e86d-4925-8460-49d9e677ee74.jpeg,43856985,False,Nothing Phishy Here,,"The website appears to be a professional and legitimate page, advertising a platform for neighborhood communities to connect and share information. It provides an option for visitors to join with their street address and email, which is consistent with a community-based platform.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a professional and legitimate page, advertising a platform for neighborhood communities to connect and share information. It provides an option for visitors to join with their street address and email, which is consistent with a community-based platform."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/25119afc-2620-49b9-85af-9ab3d6d13bf3.jpeg,43856987,False,Nothing Phishy Here,,"A screenshot of the Patreon homepage, a platform allowing creators to run a subscription content service, with options to log in and testimonies from various users highlighting their positive experiences with the service.",Very Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""A screenshot of the Patreon homepage, a platform allowing creators to run a subscription content service, with options to log in and testimonies from various users highlighting their positive experiences with the service."",
  ""Trustworthiness Rating"": ""Very Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/45de76a0-a771-42ca-b605-8431e07d7bf9.jpeg,43856989,False,Nothing Phishy Here,,The website appears to be a legitimate bank website. It features a clean design with navigation options for various banking services. There is an image showing a 5-star rating by Bauer Financial and a claim of being one of the strongest financial institutions in the country.,Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a legitimate bank website. It features a clean design with navigation options for various banking services. There is an image showing a 5-star rating by Bauer Financial and a claim of being one of the strongest financial institutions in the country."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/bd8e5b57-d2a0-4549-878f-e175abbabb61.jpeg,43856991,False,Nothing Phishy Here,,The webpage appears to be a promotional offer from the financial institution Chase. It invites visitors to open a new Chase Total Checking account to enjoy a $200 bonus and provides details about the account service fee and options to waive it.,Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The webpage appears to be a promotional offer from the financial institution Chase. It invites visitors to open a new Chase Total Checking account to enjoy a $200 bonus and provides details about the account service fee and options to waive it."",
  ""Trustworthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/f4d3591f-cd26-41dd-86e1-4b151592592e.jpeg,43856993,False,Nothing Phishy Here,,"The image appears to be a screenshot of the official website for a financial institution, featuring sections for personal banking, personal loans, business banking, and a credit card offer. There's a login section for account access, and various marketing badges and trust seals.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image appears to be a screenshot of the official website for a financial institution, featuring sections for personal banking, personal loans, business banking, and a credit card offer. There's a login section for account access, and various marketing badges and trust seals."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/dd1b390d-cf6c-4f78-a403-ab6db01b26d0.jpeg,43856994,False,Nothing Phishy Here,,"The website appears to be a legitimate banking site, featuring a clean design with professional graphics and layout. It contains a clear division for personal, small business, commercial, and wealth management banking services. There is also a prominent customer service section and a login area for bank customers.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a legitimate banking site, featuring a clean design with professional graphics and layout. It contains a clear division for personal, small business, commercial, and wealth management banking services. There is also a prominent customer service section and a login area for bank customers."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/c01c9941-e9fc-4812-a27f-a8dd8083d8f2.jpeg,43856996,False,Nothing Phishy Here,,"The website appears to be a legitimate banking website, featuring a professional design, secure HTTPS protocol, a clearly visible domain name, and an organized layout with clear navigation options for personal, agribusiness, business, and wealth management services. A login section for account access is presented on the right side.",Very Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a legitimate banking website, featuring a professional design, secure HTTPS protocol, a clearly visible domain name, and an organized layout with clear navigation options for personal, agribusiness, business, and wealth management services. A login section for account access is presented on the right side."",
  ""TrustWorthiness Rating"": ""Very Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/95f897ee-bb92-439d-b086-505c09e2b240.jpeg,43856998,False,Nothing Phishy Here,,"The image appears to be a screenshot of a website for Citi, specifically a login page for online banking. The design includes sections for credit card offerings, banking, and sign-on prompts.",Very Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image appears to be a screenshot of a website for Citi, specifically a login page for online banking. The design includes sections for credit card offerings, banking, and sign-on prompts."",
  ""TrustWorthiness Rating"": ""Very Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/3f620017-fa6f-4d45-a6e5-461836b169f5.jpeg,43856999,False,Nothing Phishy Here,,"The website screenshot shows what appears to be a banking website with different sections for personal, business, and other banking services. There's a login section, browsing options for various bank offerings, and snippets of customer feedback.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website screenshot shows what appears to be a banking website with different sections for personal, business, and other banking services. There's a login section, browsing options for various bank offerings, and snippets of customer feedback."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/9f4013d8-6f3b-493f-9276-f73ca2bdbf11.jpeg,43857001,False,Nothing Phishy Here,,"The website appears to be a professional bank homepage advertising a special offer on mortgage rates, featuring an online banking login portal, images of a house, and navigation options related to banking services.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a professional bank homepage advertising a special offer on mortgage rates, featuring an online banking login portal, images of a house, and navigation options related to banking services."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/66a67ce9-135c-41b4-bb11-39f51144c4a7.jpeg,43857003,False,Nothing Phishy Here,,"The website appears to be a legitimate bank website with a clean and professional design. It features a secure HTTPS protocol, dedicated sections for account login, and information on banking services such as a reference to the SBA Paycheck Protection Program.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a legitimate bank website with a clean and professional design. It features a secure HTTPS protocol, dedicated sections for account login, and information on banking services such as a reference to the SBA Paycheck Protection Program."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/aca16a7c-5f18-447f-a463-d0a4e0f95c36.jpeg,43857005,False,Nothing Phishy Here,,"The webpage appears to be a legitimate banking website, featuring a clear structure and professional design with information about various banking services such as online banking, business checking accounts, health savings accounts, and credit cards. There's also an advertisement for a Health Savings Account with a call to action to learn more.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The webpage appears to be a legitimate banking website, featuring a clear structure and professional design with information about various banking services such as online banking, business checking accounts, health savings accounts, and credit cards. There's also an advertisement for a Health Savings Account with a call to action to learn more."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/b12d042b-5898-459c-b9ff-b2ce893b06ff.jpeg,43857007,False,Nothing Phishy Here,,"The image appears to be a screenshot of a legitimate government website for the U.S. Department of State. It has a clean design, official seals, and a secure HTTPS protocol in the URL, which matches the expected domain for the U.S. Department of State.",Very Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image appears to be a screenshot of a legitimate government website for the U.S. Department of State. It has a clean design, official seals, and a secure HTTPS protocol in the URL, which matches the expected domain for the U.S. Department of State."",
  ""TrustWorthiness Rating"": ""Very Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
